"last_name, first_name","player_id","year","ab","pa","home_run","k_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","isolated_power","babip","b_hit_by_pitch","woba","avg_swing_speed","avg_swing_length","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel_batted_rate","solidcontact_percent","whiff_percent"
"Mead, Curtis",678554,2023,83,92,1,22.8,".253",".349",".326","0.675","0.096",".328","2",".302","71.2","7.3","83.5","12.6",29,3.2,6.5,24.6
"Wilson, Weston",642215,2024,88,98,3,29.6,".284",".489",".347","0.836","0.205",".386","1",".358","72.3","7.5","89.7","19.1",35,15,11.7,33.9
"Hoerner, Nico",663538,2024,582,641,7,10.3,".273",".373",".335","0.708","0.100",".297","12",".313","68.2","7.1","85.7","10.4",36,1.2,2.1,11.9
"Carpenter, Matt",572761,2024,137,157,4,32.5,".234",".372",".314","0.686","0.138",".333","2",".303","69.3","8.1","85.8","24.2",46.6,6.8,8,28.9
"Lipscomb III, Trey",702358,2024,190,211,1,19,".200",".232",".268","0.500","0.032",".247","2",".231","69.8","7.7","86.5","0.7",23,0.7,3.9,25.3
"Pillar, Kevin",607680,2024,284,314,8,22,".229",".377",".291","0.668","0.148",".271","10",".293","69.4","7.6","84.6","17.9",36.5,3.7,7.8,24.5
"Acuña Jr., Ronald",660670,2023,643,735,41,11.4,".337",".596",".416","1.012","0.259",".338","9",".428","77.3","7.4","94.7","7.4",33.6,15.3,9.1,18.7
"Belt, Brandon",474832,2023,339,404,19,34.9,".254",".490",".369","0.859","0.236",".370","2",".369","72.7","7","88.7","19.8",44.5,15,6,32.5
"McCarthy, Jake",664983,2023,276,312,2,19.9,".243",".326",".318","0.644","0.083",".305","5",".289","68.8","6.9","85.3","7.5",32,2.3,6.8,22.6
"Witt Jr., Bobby",677951,2024,636,709,32,15,".332",".588",".389","0.977","0.256",".354","8",".410","74.7","7.1","92.7","15.1",35.7,14.3,5.6,22.3
"Semien, Marcus",543760,2023,670,753,29,14.6,".276",".478",".348","0.826","0.202",".291","5",".354","68.7","7.6","88.4","19.1",37.5,6.5,6.9,18
"Torres, Gleyber",650402,2023,596,672,25,14.6,".273",".453",".347","0.800","0.180",".288","3",".346","71.6","7.3","89.7","15.1",37.3,7.9,7.5,21.8
"Suárez, Eugenio",553993,2023,598,694,22,30.8,".232",".391",".323","0.714","0.159",".314","15",".313","72.3","7.8","90.3","18.9",37.7,13.2,6.8,32.8
"Thomas, Alek",677950,2024,95,103,3,16.5,".189",".358",".245","0.603","0.169",".200","0",".262","70.9","7.1","91.2","1",26.6,7.6,7.6,25.1
"Edwards, Xavier",669364,2024,265,303,1,17.2,".328",".423",".397","0.820","0.095",".398","0",".359","64.5","6.3","86.1","6.7",37.6,1.8,3.7,16.9
"Barnhart, Tucker",571466,2024,81,96,0,32.3,".173",".210",".287","0.497","0.037",".280","0",".239","67.4","7.4","83.4","3.2",34.6,3.8,1.9,29.8
"García, Luis",671277,2024,500,528,18,16.3,".282",".444",".318","0.762","0.162",".310","0",".328","71.7","7.3","89.1","8.2",32.8,8,5.8,21.3
"Grossman, Robbie",543257,2023,353,420,10,23.3,".238",".394",".340","0.734","0.156",".292","2",".323","67.1","6.5","88.2","20.2",32.3,6.8,5.7,20.1
"Correa, Carlos",621043,2024,319,367,14,16.6,".310",".517",".388","0.905","0.207",".343","3",".385","74.5","7.3","90.3","8.9",34.4,9.2,7.6,20.4
"Arenado, Nolan",571448,2023,560,612,26,16.5,".266",".459",".315","0.774","0.193",".279","3",".327","71.4","8.2","88.8","16.9",33,7.3,6,20.2
"Baldwin, Brooks",681460,2024,114,121,2,25.6,".211",".316",".250","0.566","0.105",".272","0",".249","71.2","7.1","87.4","26.2",34.5,4.8,6,24.9
"Bichette, Bo",666182,2023,571,601,20,19.1,".306",".475",".339","0.814","0.169",".355","2",".349","70.1","7.2","90.2","6.2",38.3,9.6,6.1,21.1
"Santander, Anthony",623993,2023,591,656,28,23.2,".257",".472",".325","0.797","0.215",".299","6",".340","72.9","7.2","90.6","20.2",33,10.2,8.4,23.5
"Rosario, Eddie",592696,2023,478,516,21,23.6,".255",".450",".305","0.755","0.195",".300","1",".322","70.4","7.1","88.6","14.5",35.9,9.5,5.6,29.8
"Schanuel, Nolan",694384,2024,519,607,13,17,".250",".362",".343","0.705","0.112",".285","9",".315","65.2","6.6","86.1","10.3",36.4,3.5,4,14.4
"Arozarena, Randy",668227,2023,551,654,23,23.9,".254",".425",".364","0.789","0.171",".310","18",".347","72.9","7.5","91.7","11.3",31.8,12.3,7.8,29.1
"Biggio, Cavan",624415,2024,188,224,5,32.1,".197",".303",".314","0.617","0.106",".288","8",".285","66.8","6.9","82","21.2",37.3,2.5,5.9,23.8
"O'Hearn, Ryan",656811,2024,443,494,15,14,".264",".427",".334","0.761","0.163",".282","2",".330","72.4","7.1","89.6","12",35,6.9,9.3,18.1
"Díaz, Elias",553869,2024,325,351,6,19.7,".265",".382",".313","0.695","0.117",".317","4",".303","73.9","7","87.1","7.6",31,4.7,4.3,27.8
"Laureano, Ramón",657656,2024,286,309,11,31.1,".259",".437",".311","0.748","0.178",".350","7",".324","72.7","7.2","89.2","13.3",38.7,12.6,6.8,31.8
"Newman, Kevin",621028,2023,225,253,3,13.4,".253",".364",".311","0.675","0.111",".280","4",".296","66.9","6.8","86.5","12",35.4,2.5,5.1,14.8
"Chisholm Jr., Jazz",665862,2024,562,621,24,24.5,".256",".436",".324","0.760","0.180",".309","4",".327","71.9","7.5","89.7","11.4",29.6,9.7,5.8,29.3
"Merrill, Jackson",701538,2024,554,593,24,17,".292",".500",".326","0.826","0.208",".318","1",".352","72.2","7.5","90.4","14.6",39.6,11.3,7.8,20.5
"Gurriel Jr., Lourdes",666971,2024,513,553,18,18.3,".279",".435",".322","0.757","0.156",".313","6",".327","70.6","7.5","88.4","15.7",33.8,6.7,7.2,20.2
"Miller, Brad",543543,2023,56,67,1,16.4,".214",".339",".328","0.667","0.125",".244","0",".300","71.4","7.5","87.5","7.7",26.1,6.5,2.2,22.4
"Henderson, Gunnar",683002,2024,630,719,37,22.1,".281",".529",".364","0.893","0.248",".320","7",".381","76.3","7.2","92.8","9.2",34.5,11.2,8.6,24.4
"Smith, Will",669257,2023,464,554,19,16.1,".261",".438",".359","0.797","0.177",".277","15",".345","68.6","7.2","89.3","15.6",37.5,6.7,9.3,19.5
"Davis, J.D.",605204,2024,142,157,4,24.8,".218",".338",".293","0.631","0.120",".273","3",".282","72.5","7.3","89.1","2.8",24.3,8.7,5.8,34.8
"Tapia, Raimel",606132,2023,148,169,3,23.7,".236",".338",".317","0.655","0.102",".302","1",".293","71.2","6.8","85.4","1.6",31.8,6.4,4.5,29
"Miranda, Jose",669304,2023,142,152,3,15.8,".211",".303",".263","0.566","0.092",".235","1",".252",,,"87.9","10.1",29.7,4.2,4.2,25.2
"Frazier, Clint",640449,2023,66,76,0,30.3,".197",".242",".303","0.545","0.045",".302","0",".256",,,"82.5","11.4",37.2,0,9.3,28.2
"Torrens, Luis",620443,2024,118,130,3,21.5,".229",".373",".292","0.665","0.144",".273","2",".292","71.4","7.3","89.6","13.1",36.3,6.6,7.7,21.9
"Wade Jr., LaMonte",664774,2023,429,519,17,18.3,".256",".417",".373","0.790","0.161",".290","6",".347","72.8","7","88.4","17.4",33.6,9.1,5.8,20.8
"García, Adolis",666969,2024,580,637,25,27.8,".224",".400",".284","0.684","0.176",".273","6",".296","72","7.9","91","15",33.7,12.5,6.6,34.3
"Alvarez, Yordan",670541,2024,552,635,35,15,".308",".567",".392","0.959","0.259",".317","10",".402","76.5","7.6","93.1","18.3",35.4,14.5,7.6,19.9
"Freeman, Freddie",518692,2023,637,730,29,16.6,".331",".567",".410","0.977","0.236",".370","16",".411","70.5","6.7","90","15.2",46.6,11.1,8.8,20.4
"Ibáñez, Andy",628451,2023,356,383,11,18,".264",".433",".312","0.745","0.169",".300","1",".320","69.6","7.1","89.1","12.9",33.2,9,4.8,22.6
"Malloy, Justyn-Henry",669234,2024,202,230,8,37,".203",".366",".291","0.657","0.163",".297","3",".291","69","7","87.6","18.7",31.9,10.9,6.7,36.6
"Caratini, Victor",605170,2023,201,226,7,19.9,".259",".383",".327","0.710","0.124",".296","3",".312","72.1","7.1","91.3","10.8",23.3,5,3.8,21.1
"Haniger, Mitch",571745,2023,211,229,6,28.4,".209",".365",".266","0.631","0.156",".270","2",".274","71.9","7.2","91","15.9",36.7,10.9,7.5,27.8
"Sanó, Miguel",593934,2024,83,95,2,37.9,".205",".313",".295","0.608","0.108",".326","2",".275","76.5","8","93.8","8.9",33.3,10.4,4.2,38.4
"Bliss, Ryan",669208,2024,63,71,2,31,".222",".397",".290","0.687","0.175",".308","1",".300","70.6","6.8","88.5","6.8",37.2,9.3,16.3,32.8
"Ramírez, José",608070,2024,620,682,39,12,".279",".537",".335","0.872","0.258",".265","1",".364","71.5","7.3","89.2","19.6",34,8.6,8.5,15.2
"Mastrobuoni, Miles",670156,2024,98,106,0,16,".194",".224",".245","0.469","0.030",".232","0",".214","66.8","6.5","87.4","13.9",32.9,2.4,6.1,20.3
"DeLoach, Zach",676113,2024,67,75,1,28,".209",".328",".293","0.621","0.119",".289","0",".279","70.1","6.8","87.4","3",30.4,0,4.3,27.7
"Estrada, Thairo",642731,2023,495,530,14,22.6,".271",".416",".315","0.731","0.145",".331","11",".316","70.3","7.2","85.9","10.8",34.7,4.8,3.7,21.5
"Matos, Luis",682641,2023,228,253,2,13,".250",".342",".319","0.661","0.092",".285","3",".295","72.2","7.1","87.1","6.3",38.6,2,7.1,17.2
"Arraez, Luis",650333,2024,637,672,4,4.3,".314",".392",".346","0.738","0.078",".324","8",".323","63.1","6","86.3","13.7",40.9,1.6,3.8,6.9
"Suwinski, Jack",669261,2024,247,277,9,28.5,".182",".324",".264","0.588","0.142",".225","1",".260","73.3","7.3","88.9","12.9",28.8,8.8,4.7,27.4
"Vientos, Mark",668901,2024,413,454,27,29.7,".266",".516",".322","0.838","0.250",".324","3",".356","71.8","7.6","91.2","11.4",34.6,14.1,7.1,34.4
"India, Jonathan",663697,2023,454,529,17,20.6,".244",".407",".338","0.745","0.163",".281","16",".327","71.3","7.3","89.5","15.2",37.2,7.7,7.7,22
"Wynns, Austin",642851,2023,130,145,1,26.9,".208",".277",".268","0.545","0.069",".286","2",".245","68.9","7.1","86.7","14.4",27.4,2.1,3.2,27.8
"Monasterio, Andruw",655316,2024,125,142,1,28.2,".208",".272",".303","0.575","0.064",".298","1",".266","69.1","6.7","88.1","14.9",36.5,9.4,8.2,24
"Tena, José",677588,2024,161,168,3,24.4,".267",".354",".298","0.652","0.087",".342","0",".286","71.2","6.9","91.2","7.6",30.8,8.3,4.2,24
"Palacios, Richie",680700,2024,264,316,5,21.2,".223",".318",".346","0.664","0.095",".280","5",".303","68.9","7","86.2","14",36.4,3.5,4.5,24.7
"Farmer, Kyle",571657,2024,215,242,5,20.2,".214",".353",".293","0.646","0.139",".252","6",".285","66.7","6.8","87.7","17.9",36.3,5.4,6,22
"Contreras, William",661388,2023,540,611,17,20.6,".289",".457",".367","0.824","0.168",".348","5",".357","73.8","7.3","91.3","4.7",27.1,9.4,6.2,28
"Wisely, Brett",689172,2023,120,131,2,30.5,".175",".267",".231","0.498","0.092",".241","0",".222","69.3","6.8","85.9","17.9",31.7,7.3,7.3,31.6
"Rogers, Jake",668670,2023,331,365,21,32.3,".221",".444",".286","0.730","0.223",".268","3",".312","70","7.4","90.4","14.7",40.3,12,10.2,31.7
"Brantley Jr., Michael",488726,2023,54,57,2,3.5,".278",".426",".298","0.724","0.148",".255","0",".309","68.6","6.7","90.4","14.1",35.8,0,3.8,8
"Williams, Alika",675961,2024,87,96,0,22.9,".207",".299",".242","0.541","0.092",".277","1",".237","69.6","7","87.2","15.7",38.6,4.3,2.9,23.1
"Rojas, Johan",679032,2024,338,363,3,19,".243",".322",".279","0.601","0.079",".297","4",".265","71.3","7.2","85.7","4.8",22,2.5,3.6,22.7
"Florial, Estevan",664314,2024,98,111,3,36.9,".173",".367",".264","0.631","0.194",".259","1",".277","73","7.1","88.7","12.8",36.2,10.3,6.9,42.2
"Urías, Luis",649966,2024,94,109,4,31.2,".191",".394",".303","0.697","0.203",".250","6",".309","68.3","7.7","87.1","19.2",43.3,11.7,6.7,23.1
"Blackmon, Charlie",453568,2024,449,499,12,17.2,".256",".412",".329","0.741","0.156",".293","6",".323","67.4","7.1","84.8","16.3",34.1,5.2,4.4,19.2
"Solano, Donovan",456781,2023,394,450,5,22.2,".282",".391",".369","0.760","0.109",".366","15",".338","68.1","7","90.2","13.1",43.1,6.1,8.1,25.4
"Vientos, Mark",668901,2023,218,233,9,30.5,".211",".367",".253","0.620","0.156",".264","3",".267","73.7","7.5","92.5","9.5",24.2,10.7,6,36.7
"Bride, Jonah",681146,2023,88,106,0,20.8,".170",".205",".286","0.491","0.035",".221","4",".237","69.4","7.3","89","4.1",34.8,4.3,11.6,17.4
"Greene, Riley",682985,2024,512,584,24,26.7,".262",".479",".348","0.827","0.217",".329","5",".355","74.7","7.2","91.3","12.2",39.1,13.4,8.1,26.8
"Madris, Bligh",676632,2024,67,75,1,26.7,".269",".358",".324","0.682","0.089",".362","0",".301","71.6","7.5","87.1","23.7",37.5,10.4,8.3,28.9
"Rosario, Eddie",592696,2024,297,319,10,24.1,".175",".316",".215","0.531","0.141",".196","0",".230","70.3","7.2","91","14.3",27.9,5.3,10.6,27.5
"Alonso, Pete",624413,2023,568,658,46,22.9,".217",".504",".318","0.822","0.287",".205","21",".346","75.7","7.4","89.5","18.2",32.3,14.7,6.4,26.2
"Young, Jacob",696285,2024,468,521,3,19.6,".256",".331",".316","0.647","0.075",".321","12",".290","68.2","6.9","85.8","4",28.1,1.6,2.9,19.3
"Diaz, Yainer",673237,2023,355,377,23,19.6,".282",".538",".308","0.846","0.256",".292","5",".354","73.7","7.5","90.3","11.5",36.9,12.2,7.3,27.6
"Gallo, Joey",608336,2023,282,332,21,42.8,".177",".440",".301","0.741","0.263",".244","2",".320","73.9","7.5","93","26.4",28.6,19.3,5.7,44.3
"Hernández, Enrique",571771,2023,465,508,11,19.1,".237",".357",".289","0.646","0.120",".273","3",".282","72.3","7.5","87.8","17",31,4.5,5.1,23.6
"Wong, Kolten",543939,2023,224,250,4,21.2,".183",".263",".256","0.519","0.080",".218","5",".236","70.3","6.8","85.6","14",28.7,1.7,4,21.7
"Santana, Carlos",467793,2024,521,594,23,16.7,".238",".420",".328","0.748","0.182",".252","6",".326","71.8","7.6","89.2","16.1",30.9,7.3,6.6,23.3
"Thaiss, Matt",642136,2024,157,186,2,31.2,".204",".299",".323","0.622","0.095",".306","0",".286","72.4","7.8","86.6","12.9",33,8,8,39.6
"Tellez, Rowdy",642133,2023,311,351,13,24.5,".215",".376",".291","0.667","0.161",".249","0",".288","74.5","7.9","89.9","15.2",35.7,8.7,7.8,21.9
"Crawford, J.P.",641487,2024,392,451,9,22.6,".202",".321",".304","0.625","0.119",".248","6",".283","71.9","7.3","87.5","13.2",30.2,6.5,6.5,20.2
"Greene, Riley",682985,2023,378,416,11,27.4,".288",".447",".349","0.796","0.159",".384","1",".344","75.5","7.2","91.6","6.6",36.8,11.3,8.3,28.2
"Rodríguez, Endy",682848,2023,186,204,3,24,".220",".328",".284","0.612","0.108",".281","0",".271","69.9","7.2","89.1","16.5",35.5,5.1,8,21.4
"Naylor, Josh",647304,2024,563,633,31,16.6,".243",".456",".320","0.776","0.213",".246","7",".332","72.9","7.6","89.9","11.1",30.1,8.4,6.1,22.4
"Vaughn, Andrew",683734,2024,570,619,19,21.3,".246",".402",".297","0.699","0.156",".285","6",".304","70.8","7.6","90.3","16.6",33.6,9.3,8.4,22
"Cabrera, Oswaldo",665828,2023,298,330,5,21.8,".211",".299",".275","0.574","0.088",".260","2",".256","70.2","7.2","87.8","13.4",27.7,3.5,5.2,23.5
"Cabrera, Miguel",408234,2023,334,370,4,20,".257",".353",".322","0.675","0.096",".317","2",".299","68.2","7.4","89.1","7.4",34.2,4.2,7.6,25.6
"Bell, Josh",605137,2024,538,603,19,19.9,".249",".405",".319","0.724","0.156",".286","6",".317","70.4","7.9","88.9","10.5",31.4,7.6,6.2,26.8
"Nido, Tomás",621512,2024,130,140,4,25,".192",".315",".219","0.534","0.123",".226","0",".231","70.8","8","89.8","14.1",36,12,12,35.9
"Solano, Donovan",456781,2024,283,309,8,21,".286",".417",".343","0.760","0.131",".346","3",".333","67.1","7","87.3","13.7",37,3.7,7.3,23.5
"Hernández, Enrique",571771,2024,362,393,12,19.6,".229",".373",".281","0.654","0.144",".257","0",".285","71.7","7.4","89.6","17.1",36,4.8,8,22.9
"Gurriel Jr., Lourdes",666971,2023,551,592,24,17.4,".261",".463",".309","0.772","0.202",".282","6",".329","69.9","7.3","89.7","10.6",35.3,8.4,6.9,18.7
"Burleson, Alec",676475,2023,315,347,8,13,".244",".390",".300","0.690","0.146",".261","3",".300","70.4","7.6","89.9","12.4",36.6,5.9,8.4,17.7
"Trevino, Jose",624431,2023,157,168,4,13.1,".210",".312",".257","0.569","0.102",".221","2",".252","67.7","7","85.8","9.6",30.9,2.9,5.9,16.4
"Wisely, Brett",689172,2024,252,272,4,23.9,".238",".345",".278","0.623","0.107",".301","2",".272","67.5","6.8","86.8","16.2",29.7,5.2,3.6,22.5
"Conine, Griffin",665052,2024,82,89,3,31.5,".268",".451",".326","0.777","0.183",".373","1",".337","73","7.6","89.1","7",29.6,7.4,9.3,28.4
"Hill, Derek",656537,2023,47,50,0,22,".170",".191",".220","0.411","0.021",".222","0",".190",,,"84.1","7",27.8,0,2.8,25.3
"De La Cruz, Bryan",650559,2024,584,622,21,27.3,".233",".384",".271","0.655","0.151",".289","3",".283","71.8","7.7","89.6","13.1",35.6,9.3,6.4,30.1
"Bregman, Alex",608324,2023,622,724,25,12,".262",".441",".363","0.804","0.179",".270","8",".351","70.2","6.9","88.6","17.6",35.8,5.4,10.1,14.1
"Dahl, David",621311,2024,58,62,3,33.9,".207",".397",".242","0.639","0.190",".257","0",".273","68.1","7.2","87.1","12.7",36.8,7.9,13.2,33.3
"Turner, Trea",607208,2023,639,691,26,21.7,".266",".459",".320","0.779","0.193",".310","6",".333","72.4","7.6","89.9","13",36.1,8.4,6.9,29.6
"Polanco, Jorge",593871,2023,302,343,14,25.7,".255",".454",".335","0.789","0.199",".310","2",".340","70.6","7.3","88.4","21.6",39.6,13.8,5.5,24.9
"Isbel, Kyle",664728,2023,292,313,5,18.8,".240",".380",".282","0.662","0.140",".283","1",".286","71","7.2","89.4","14.6",32.2,5.5,5.5,20.8
"Ahmed, Nick",605113,2024,210,228,2,22.4,".229",".295",".267","0.562","0.066",".287","1",".248","67.9","7.3","84.9","13.4",29.7,3,6.1,26
"Winn, Masyn",691026,2024,587,637,15,17.1,".267",".416",".314","0.730","0.149",".303","1",".315","70.2","7.3","87","13.2",33.5,3.7,6.4,19
"Florial, Estevan",664314,2023,61,71,0,28.2,".230",".311",".324","0.635","0.081",".333","2",".288","72.3","7.3","86.2","17.2",38.1,2.4,9.5,36.5
"Higashioka, Kyle",543309,2024,246,263,17,28.1,".220",".476",".263","0.739","0.256",".237","0",".314","71.8","7.3","88.4","20.7",40.2,10.9,9.2,25.6
"Amaya, Miguel",665804,2023,131,156,5,25.6,".214",".359",".329","0.688","0.145",".264","11",".310","73.6","7.4","87","18.6",34.4,9.7,6.5,27.3
"Wagaman, Eric",676572,2024,72,74,2,23,".250",".403",".270","0.673","0.153",".302","0",".290","71.1","6.9","91.7","8.3",38.2,5.5,12.7,20.9
"Gallagher, Cam",595956,2023,143,149,0,30.9,".126",".168",".154","0.322","0.042",".184","1",".145","68.8","7.6","82.5","17.3",24.5,2,3.1,22.3
"Rutschman, Adley",668939,2024,571,638,19,16.1,".250",".391",".318","0.709","0.141",".272","2",".309","69.1","6.9","88.2","18.8",35.4,6.1,4.8,17.1
"Jansen, Danny",643376,2023,268,301,17,20.6,".228",".474",".312","0.786","0.246",".233","10",".336","70.9","6.8","88.3","19.7",35.4,10.7,7.8,22.9
"Busch, Michael",683737,2023,72,81,2,33.3,".167",".292",".247","0.539","0.125",".227","0",".241","70.3","7.2","89.1","4.7",15.2,6.5,6.5,30.2
"Sabol, Blake",666165,2023,310,344,13,34,".235",".394",".301","0.695","0.159",".330","6",".303","71.6","7.4","89.1","16.1",31,11.2,6.1,35.6
"Franco, Wander",677551,2023,442,491,17,14.1,".281",".475",".344","0.819","0.194",".297","3",".349","71.8","6.8","89.4","8.9",35,7.7,5,14.8
"Moore, Dylan",664238,2023,145,165,7,33.9,".207",".428",".303","0.731","0.221",".280","4",".317","72.2","7.3","89","21.4",40.4,16.9,11.2,33.4
"Walker, Christian",572233,2023,582,661,33,19.2,".258",".497",".333","0.830","0.239",".272","8",".351","75","7.4","88","15.8",32.6,11.4,6,26.4
"Haase, Eric",606992,2023,274,293,4,27.6,".201",".281",".247","0.528","0.080",".268","0",".233","72.5","7.3","87.1","13.4",29.2,4.6,7.2,32.6
"Zavala, Seby",664874,2023,175,193,7,36.3,".171",".314",".230","0.544","0.143",".230","2",".239","68.9","7.2","87.5","14.9",34.9,5.5,8.3,38.4
"Martínez, Angel",682657,2024,151,169,3,19.5,".232",".338",".298","0.636","0.106",".274","0",".282","69","7.3","86.5","14.9",29.8,1.7,5.8,19.8
"Kemp, Tony",643393,2023,359,419,5,9.5,".209",".304",".303","0.607","0.095",".221","6",".276","65","6.8","86.7","10",31.3,1.2,5.8,14.5
"McKinstry, Zach",656716,2023,464,518,9,21.8,".231",".351",".302","0.653","0.120",".284","5",".289","67.9","6.9","87.2","17.8",37.1,7.6,5.9,20.5
"Ford, Mike",645801,2024,60,62,1,24.2,".150",".233",".177","0.410","0.083",".182","0",".180","69.8","6.9","86.4","17.5",28.9,2.2,4.4,25.4
"Saggese, Thomas",695336,2024,49,52,1,26.9,".204",".306",".250","0.556","0.102",".265","1",".247","70.2","7.2","85.7","11.3",45.7,2.9,5.7,22.5
"Haase, Eric",606992,2024,66,69,5,40.6,".273",".515",".304","0.819","0.242",".394","0",".350","71.2","7.2","90","11.5",39.5,13.2,5.3,39.4
"Crow-Armstrong, Pete",691718,2024,372,410,10,23.9,".237",".384",".286","0.670","0.147",".292","6",".289","70.6","7.2","88.9","17.2",33.3,7.4,6,29.9
"Frelick, Sal",686217,2023,191,223,3,16.6,".246",".351",".341","0.692","0.105",".286","1",".309","67.1","7","83.3","8.1",29.3,2.5,2.5,14.6
"Turner, Justin",457759,2023,558,626,23,17.6,".276",".455",".345","0.800","0.179",".304","11",".346","66.4","6.5","89.5","16.5",36.8,5.7,9.3,17.5
"Stowers, Kyle",669065,2024,192,209,3,35.4,".208",".333",".268","0.601","0.125",".319","3",".265","73.7","6.8","91","12.3",36.1,10.9,8.4,36.1
"Rodríguez, Julio",677594,2024,567,613,20,25.4,".273",".409",".325","0.734","0.136",".344","6",".321","76.3","7.9","91.7","10.5",33.2,10.2,6.1,30.9
"Turang, Brice",668930,2023,404,448,6,21,".218",".300",".285","0.585","0.082",".268","1",".262","68.5","6.5","85.5","12.6",34.3,2.9,6.3,21.7
"Stanton, Giancarlo",519317,2023,371,415,24,29.9,".191",".420",".275","0.695","0.229",".210","2",".297","81","8.5","93.3","12.5",27.4,15.7,6.5,34.1
"Cronenworth, Jake",630105,2024,577,656,17,18,".241",".390",".324","0.714","0.149",".274","11",".315","69.5","7.1","88.6","13.9",35.4,7.8,5.8,17.1
"Happ, Ian",664023,2023,580,691,21,22.1,".248",".431",".360","0.791","0.183",".299","6",".345","71.8","6.9","89.9","13",36.7,9,5.5,25.3
"McCoy, Mason",669200,2024,49,57,0,33.3,".204",".245",".278","0.523","0.041",".333","0",".241","67.7","7.4","82.9","9.3",33.3,0,0,29.5
"Swanson, Dansby",621020,2023,565,638,22,24.1,".244",".416",".328","0.744","0.172",".297","5",".325","71.5","7.3","89.3","13",35.1,10.9,7.3,28.7
"Olson, Matt",621566,2023,608,720,54,23.2,".283",".604",".389","0.993","0.321",".302","4",".413","74.9","7.3","93.7","16.1",31,16.4,9.2,28.4
"Rizzo, Anthony",519203,2024,337,375,8,17.3,".228",".335",".301","0.636","0.107",".259","9",".285","68.5","6.8","86.7","14.3",31,4,4.7,19.3
"Bogaerts, Xander",593428,2023,596,665,19,16.5,".285",".440",".350","0.790","0.155",".319","7",".343","70.4","7.2","87.6","7.9",28.3,6.1,4.5,20.4
"Gonzales, Nick",693304,2024,359,387,7,19.1,".270",".398",".311","0.709","0.128",".319","5",".307","71.1","7.3","87.9","13",34.1,7.9,4.5,24.9
"Castellanos, Nick",592206,2023,626,671,29,27.6,".272",".476",".311","0.787","0.204",".337","3",".335","72.4","7.7","88.9","14.4",36.5,10.3,7.4,35.4
"Thaiss, Matt",642136,2023,262,307,9,27,".214",".340",".319","0.659","0.126",".272","6",".295","73.3","7.9","88.5","9.2",34.6,10.4,6.6,34.2
"Adames, Willy",642715,2024,610,688,32,25.1,".251",".462",".331","0.793","0.211",".297","1",".342","73.6","8.1","88.6","20.6",38.2,12,8.6,29.5
"Pérez, Carlos",542208,2023,168,189,6,21.2,".226",".357",".293","0.650","0.131",".256","4",".285","70.3","7.9","89.2","16",33.3,5.3,6.1,21.5
"Campusano, Luis",669134,2023,163,174,7,12.1,".319",".491",".356","0.847","0.172",".331","3",".364","68.7","7.6","88.5","13.2",38.5,7.7,5.6,18.1
"Goodman, Hunter",696100,2024,211,224,13,28.6,".190",".417",".228","0.645","0.227",".199","3",".274","74.9","7.3","88.2","16.5",32.9,12.8,6.7,31.5
"Singleton, Jon",572138,2023,91,105,2,21.9,".165",".264",".267","0.531","0.099",".194","0",".244","71.6","7.2","88.9","17.5",27.5,5.8,8.7,22.3
"Rutschman, Adley",668939,2023,588,687,20,14.7,".277",".435",".374","0.809","0.158",".303","2",".352","70.3","6.9","88.4","12.6",37,7.5,6.5,15.6
"Triolo, Jared",669707,2023,181,209,3,30.1,".298",".398",".388","0.786","0.100",".440","3",".350","69.3","8","86.6","10.6",39.5,5.9,6.7,32.4
"Clemens, Kody",665019,2024,114,120,5,24.2,".219",".447",".258","0.705","0.228",".250","1",".301","70.5","7.3","89.4","19.2",30.6,7.1,8.2,25.7
"Sosa, Edmundo",624641,2023,279,300,10,24.7,".251",".427",".293","0.720","0.176",".306","9",".309","73.1","8","86.8","13.8",34.1,6.7,8.7,28.7
"Winker, Jesse",608385,2023,166,197,1,25.9,".199",".247",".320","0.567","0.048",".278","4",".269","69.9","7.3","86.8","13.6",33.6,4.3,3.4,25.1
"Bradley Jr., Jackie",598265,2023,105,113,1,25.7,".133",".210",".188","0.398","0.077",".173","2",".180",,,"88.1","5.3",23.4,7.8,6.5,33
"Conforto, Michael",624424,2023,406,470,15,22.6,".239",".384",".334","0.718","0.145",".284","7",".315","73","7.2","88.9","11.9",31.9,7.9,7.6,24.9
"Rodgers, Brendan",663898,2024,501,539,13,24.5,".267",".407",".314","0.721","0.140",".338","4",".314","71.7","7.1","89.3","4.9",33.1,5.6,7,25.9
"Vavra, Terrin",679631,2023,49,56,0,21.4,".245",".245",".315","0.560","0.000",".324","0",".261",,,"86.8","9.5",43.6,5.1,5.1,27.7
"Hernández, Teoscar",606192,2024,589,652,33,28.8,".272",".501",".339","0.840","0.229",".344","8",".360","73.2","7.8","90.6","10.3",33.8,14.9,7.5,34
"Pinto, René",650907,2023,103,105,6,32.4,".252",".456",".267","0.723","0.204",".317","0",".306","72.9","7.2","90.5","16.9",44.9,15.9,5.8,38
"Palacios, Joshua",641943,2023,247,264,10,21.2,".239",".413",".279","0.692","0.174",".269","2",".297","71.5","7.2","91.3","7.7",30.9,9.8,5.2,26.7
