"last_name, first_name","player_id","year","ab","pa","home_run","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","isolated_power","babip","b_hit_by_pitch","avg_swing_speed","avg_swing_length","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel_batted_rate","solidcontact_percent"
"Thomas, Alek",677950,2024,95,103,3,".189",".358",".245","0.603","0.169",".200","0","70.9","7.1","91.2","1",26.6,7.6,7.6
"Wilson, Weston",642215,2024,88,98,3,".284",".489",".347","0.836","0.205",".386","1","72.3","7.5","89.7","19.1",35,15,11.7
"Riley, Austin",663586,2024,425,469,19,".256",".461",".322","0.783","0.205",".310","5","75.2","7.5","93.3","15.9",37.2,14.9,8.4
"Malloy, Justyn-Henry",669234,2024,202,230,8,".203",".366",".291","0.657","0.163",".297","3","69","7","87.6","18.7",31.9,10.9,6.7
"Peralta, David",444482,2023,394,422,7,".259",".381",".294","0.675","0.122",".296","2","72.1","7.3","89.3","8.2",31.1,4.9,7
"Edwards, Xavier",669364,2024,265,303,1,".328",".423",".397","0.820","0.095",".398","0","64.5","6.3","86.1","6.7",37.6,1.8,3.7
"Baddoo, Akil",668731,2023,312,357,11,".218",".372",".310","0.682","0.154",".268","0","72.2","7.6","88.1","10.8",26.5,6.2,3.5
"Turner, Justin",457759,2023,558,626,23,".276",".455",".345","0.800","0.179",".304","11","66.4","6.5","89.5","16.5",36.8,5.7,9.3
"Hoskins, Rhys",656555,2024,449,517,26,".214",".419",".303","0.722","0.205",".250","7","71.2","8.1","88.7","20.8",29.7,12.7,6.2
"Smith, Dominic",642086,2023,527,586,12,".254",".366",".326","0.692","0.112",".286","10","68.6","7","86.3","12.8",37,6.6,3.7
"Taylor, Chris",621035,2023,338,384,15,".237",".420",".326","0.746","0.183",".327","4","71.2","7.3","86.2","21.5",38.8,9.8,6.1
"Kreidler, Ryan",668952,2024,59,65,1,".119",".169",".200","0.369","0.050",".154","0","68.5","7.2","82","13.2",17.5,5,2.5
"Suárez, Eugenio",553993,2023,598,694,22,".232",".391",".323","0.714","0.159",".314","15","72.3","7.8","90.3","18.9",37.7,13.2,6.8
"Pillar, Kevin",607680,2024,284,314,8,".229",".377",".291","0.668","0.148",".271","10","69.4","7.6","84.6","17.9",36.5,3.7,7.8
"Semien, Marcus",543760,2023,670,753,29,".276",".478",".348","0.826","0.202",".291","5","68.7","7.6","88.4","19.1",37.5,6.5,6.9
"Realmuto, J.T.",592663,2024,380,413,14,".266",".429",".322","0.751","0.163",".328","5","73.2","7.6","89.2","9.4",36.9,10.4,9.7
"Rooker Jr., Brent",667670,2024,546,614,39,".293",".562",".365","0.927","0.269",".362","5","73.7","7.1","91.9","18.9",38.3,16.6,8.6
"Crews, Dylan",686611,2024,119,132,3,".218",".353",".288","0.641","0.135",".253","1","72.3","7.4","89","8.8",23.4,6.4,8.5
"Soler, Jorge",624585,2024,493,574,21,".241",".442",".338","0.780","0.201",".293","6","75.4","7.9","90.5","17.9",33.4,12.6,7.3
"Lipscomb III, Trey",702358,2024,190,211,1,".200",".232",".268","0.500","0.032",".247","2","69.8","7.7","86.5","0.7",23,0.7,3.9
"Fletcher, Dominic",666150,2024,223,241,1,".206",".256",".252","0.508","0.050",".273","3","66.7","6.5","84.4","12.1",38.7,1.8,3
"Carlson, Dylan",666185,2024,235,265,3,".209",".277",".287","0.564","0.068",".287","5","68.5","7.1","86.8","15.8",30.1,2.5,8
"Burger, Jake",669394,2023,492,540,34,".250",".518",".309","0.827","0.268",".284","12","76","7.7","91.9","12.3",33.4,16.7,6.9
"Wade, Tyler",642180,2023,51,55,0,".255",".314",".309","0.623","0.059",".342","0",,,"85.3","8.6",21.1,0,2.6
"Grossman, Robbie",543257,2023,353,420,10,".238",".394",".340","0.734","0.156",".292","2","67.1","6.5","88.2","20.2",32.3,6.8,5.7
"García, Luis",671277,2024,500,528,18,".282",".444",".318","0.762","0.162",".310","0","71.7","7.3","89.1","8.2",32.8,8,5.8
"Torres, Gleyber",650402,2023,596,672,25,".273",".453",".347","0.800","0.180",".288","3","71.6","7.3","89.7","15.1",37.3,7.9,7.5
"Duran, Jarren",680776,2024,671,735,21,".285",".492",".342","0.834","0.207",".345","6","73.6","7.6","90.8","9.5",33.8,9.3,6.2
"Naylor, Bo",666310,2023,198,230,11,".237",".470",".339","0.809","0.233",".267","1","72.1","7.3","87.7","21",37,8.2,3.4
"Shenton, Austin",668853,2024,42,50,1,".214",".405",".340","0.745","0.191",".296","0","68.9","7.2","83.9","15.5",50,3.6,7.1
"Díaz, Elias",553869,2024,325,351,6,".265",".382",".313","0.695","0.117",".317","4","73.9","7","87.1","7.6",31,4.7,4.3
"Biggio, Cavan",624415,2024,188,224,5,".197",".303",".314","0.617","0.106",".288","8","66.8","6.9","82","21.2",37.3,2.5,5.9
"Pratto, Nick",668472,2023,306,345,7,".232",".353",".307","0.660","0.121",".388","6","69.7","7.1","87.5","13.4",40.7,8.1,6.4
"Fairchild, Stuart",656413,2023,219,255,5,".228",".388",".321","0.709","0.160",".306","6","70.4","7.4","85.9","14.3",32.3,7.7,9
"Stanton, Giancarlo",519317,2023,371,415,24,".191",".420",".275","0.695","0.229",".210","2","81","8.5","93.3","12.5",27.4,15.7,6.5
"Realmuto, J.T.",592663,2023,489,540,20,".252",".452",".310","0.762","0.200",".307","9","73.5","7.6","89.8","16.7",36.2,11.2,7
"Rocchio, Brayan",677587,2023,81,86,0,".247",".321",".279","0.600","0.074",".364","0","68.1","7.1","85.8","1.5",30.9,0,5.5
"Correa, Carlos",621043,2024,319,367,14,".310",".517",".388","0.905","0.207",".343","3","74.5","7.3","90.3","8.9",34.4,9.2,7.6
"Newman, Kevin",621028,2023,225,253,3,".253",".364",".311","0.675","0.111",".280","4","66.9","6.8","86.5","12",35.4,2.5,5.1
"Laureano, Ramón",657656,2024,286,309,11,".259",".437",".311","0.748","0.178",".350","7","72.7","7.2","89.2","13.3",38.7,12.6,6.8
"Merrill, Jackson",701538,2024,554,593,24,".292",".500",".326","0.826","0.208",".318","1","72.2","7.5","90.4","14.6",39.6,11.3,7.8
"Hernández, Enrique",571771,2024,362,393,12,".229",".373",".281","0.654","0.144",".257","0","71.7","7.4","89.6","17.1",36,4.8,8
"Marte, Starling",516782,2023,315,341,5,".248",".324",".301","0.625","0.076",".303","8","70.6","7.5","88.2","6.3",30.6,5.6,5.6
"Barnhart, Tucker",571466,2023,109,123,1,".202",".257",".285","0.542","0.055",".313","1","67.3","7.3","87","16.5",30.9,1.5,1.5
"Gorman, Nolan",669357,2023,406,464,27,".236",".478",".328","0.806","0.242",".296","3","74","7.5","91","22.2",38.8,16.5,7.3
"Kepler, Max",596146,2024,368,399,8,".253",".380",".302","0.682","0.127",".300","5","71.4","7.4","88.9","16.8",35.4,6.2,7.2
"Mead, Curtis",678554,2024,122,132,1,".238",".287",".282","0.569","0.049",".304","2","74","7.3","88.8","16.3",36.6,4.3,9.7
"Thompson, Trayce",572204,2023,153,179,6,".163",".294",".285","0.579","0.131",".271","2","72.7","7.7","89.3","21.8",34.2,11.8,7.9
"Ortega, Rafael",542364,2023,114,136,1,".219",".272",".341","0.613","0.053",".300","1","69.2","7.3","86.8","10.6",30.5,0,3.7
"Ibáñez, Andy",628451,2023,356,383,11,".264",".433",".312","0.745","0.169",".300","1","69.6","7.1","89.1","12.9",33.2,9,4.8
"Santander, Anthony",623993,2024,595,665,44,".235",".506",".308","0.814","0.271",".225","7","73.1","7.2","89.8","22.7",35,11.7,9.1
"Nevin, Tyler",663527,2024,245,278,7,".204",".331",".288","0.619","0.127",".243","5","68.4","7","89.8","10.7",37,8.7,7.1
"Gordon, Nick",624503,2024,260,275,8,".227",".369",".258","0.627","0.142",".271","1","68.2","7.3","86.1","6.5",34.7,6.1,3.1
"Benson, Will",666181,2024,343,388,14,".187",".376",".274","0.650","0.189",".282","2","72.1","7.9","89.4","18.2",36.5,11.5,4.7
"Rojas, Josh",668942,2024,422,476,8,".225",".336",".304","0.640","0.111",".282","3","66.6","7.3","88.2","15.5",35.6,5.7,7.9
"Freeman, Freddie",518692,2024,542,638,22,".282",".476",".378","0.854","0.194",".306","10","69.8","6.8","89.4","14.3",43.1,9.1,8.4
"Davis, J.D.",605204,2024,142,157,4,".218",".338",".293","0.631","0.120",".273","3","72.5","7.3","89.1","2.8",24.3,8.7,5.8
"Tapia, Raimel",606132,2023,148,169,3,".236",".338",".317","0.655","0.102",".302","1","71.2","6.8","85.4","1.6",31.8,6.4,4.5
"Henderson, Gunnar",683002,2023,560,622,28,".255",".489",".325","0.814","0.234",".306","3","75.4","7.3","92","11.4",32.9,11.4,7.9
"Miller, Brad",543543,2023,56,67,1,".214",".339",".328","0.667","0.125",".244","0","71.4","7.5","87.5","7.7",26.1,6.5,2.2
"Rojas, Josh",668942,2023,314,350,4,".245",".338",".303","0.641","0.093",".313","1","67.9","7.3","87.1","13",35.6,3.8,5.9
"Winn, Masyn",691026,2023,122,137,2,".172",".238",".230","0.468","0.066",".196","0","68.7","7.3","86","12.8",26.7,2,2
"Wisely, Brett",689172,2023,120,131,2,".175",".267",".231","0.498","0.092",".241","0","69.3","6.8","85.9","17.9",31.7,7.3,7.3
"Bryant, Kris",592178,2024,133,155,2,".218",".301",".323","0.624","0.083",".321","8","69.5","7.9","85.1","18.5",39.5,4.7,3.5
"Narváez, Omar",553882,2023,128,146,2,".211",".297",".283","0.580","0.086",".245","0","67.3","7.1","86","21",44.8,7.6,6.7
"Nido, Tomás",621512,2024,130,140,4,".192",".315",".219","0.534","0.123",".226","0","70.8","8","89.8","14.1",36,12,12
"Chapman, Matt",656305,2023,509,581,17,".240",".424",".330","0.754","0.184",".319","8","75.5","7.6","93.4","18.5",32.4,17.1,7.8
"Springer III, George",543807,2023,613,683,21,".258",".405",".327","0.732","0.147",".291","5","72.7","7.5","88.3","12",32.2,7.7,6.5
"Matos, Luis",682641,2024,150,156,5,".213",".347",".237","0.584","0.134",".221","0","71.7","7.2","86.9","14.1",29.1,3.9,7.1
"Franco, Wander",677551,2023,442,491,17,".281",".475",".344","0.819","0.194",".297","3","71.8","6.8","89.4","8.9",35,7.7,5
"Hampson, Garrett",641658,2024,213,231,0,".230",".300",".275","0.575","0.070",".314","0","69","7","86","16.1",31.6,4.4,5.7
"McKinney, Billy",641856,2023,128,147,6,".227",".406",".320","0.726","0.179",".274","1","71.3","7.1","89.1","12.2",43.3,12.2,5.6
"Ruiz, Esteury",665923,2023,449,497,5,".254",".345",".309","0.654","0.091",".315","16","70","7.4","82.7","9.9",32.7,2.5,3.4
"Canha, Mark",592192,2024,393,462,7,".242",".346",".344","0.690","0.104",".298","13","68.4","7.2","88.4","9.6",31.5,3.3,5
"Palacios, Richie",680700,2024,264,316,5,".223",".318",".346","0.664","0.095",".280","5","68.9","7","86.2","14",36.4,3.5,4.5
"India, Jonathan",663697,2023,454,529,17,".244",".407",".338","0.745","0.163",".281","16","71.3","7.3","89.5","15.2",37.2,7.7,7.7
"Wynns, Austin",642851,2023,130,145,1,".208",".277",".268","0.545","0.069",".286","2","68.9","7.1","86.7","14.4",27.4,2.1,3.2
"Kemp, Tony",643393,2023,359,419,5,".209",".304",".303","0.607","0.095",".221","6","65","6.8","86.7","10",31.3,1.2,5.8
"McKinstry, Zach",656716,2023,464,518,9,".231",".351",".302","0.653","0.120",".284","5","67.9","6.9","87.2","17.8",37.1,7.6,5.9
"Hill, Derek",656537,2023,47,50,0,".170",".191",".220","0.411","0.021",".222","0",,,"84.1","7",27.8,0,2.8
"Fry, David",681807,2024,335,392,14,".263",".448",".356","0.804","0.185",".307","9","70.5","7.8","88.3","19.6",36.9,7.5,6.3
"Wisely, Brett",689172,2024,252,272,4,".238",".345",".278","0.623","0.107",".301","2","67.5","6.8","86.8","16.2",29.7,5.2,3.6
"Mendick, Danny",664901,2024,132,141,3,".197",".318",".243","0.561","0.121",".245","2","66.9","7","83.8","13.9",31.6,6.1,5.1
"Palacios, Joshua",641943,2024,67,78,2,".224",".343",".333","0.676","0.119",".245","1","72.6","7.4","89.8","3.4",21.8,3.6,3.6
"Gurriel Jr., Lourdes",666971,2023,551,592,24,".261",".463",".309","0.772","0.202",".282","6","69.9","7.3","89.7","10.6",35.3,8.4,6.9
"Tauchman, Mike",643565,2023,337,401,8,".252",".377",".362","0.739","0.125",".313","4","68.4","6.8","88.4","8.1",37.6,5.5,5.5
"Meneses, Joey",608841,2023,611,657,13,".275",".401",".321","0.722","0.126",".329","5","69.7","6.7","89.4","9.4",32.9,5.4,5
"Siani, Michael",672279,2024,298,334,2,".228",".285",".285","0.570","0.057",".322","3","68.9","7.2","84.4","5.1",32.6,2.3,2.3
"Velázquez, Nelson",676369,2024,205,230,8,".200",".366",".274","0.640","0.166",".237","3","73.4","7.5","88.2","17.4",29.9,8.8,6.8
"Bichette, Bo",666182,2023,571,601,20,".306",".475",".339","0.814","0.169",".355","2","70.1","7.2","90.2","6.2",38.3,9.6,6.1
"Ramírez, Harold",623912,2024,238,246,2,".261",".324",".280","0.604","0.063",".321","2","71.7","7.3","87","-0.2",27.5,3.2,2.1
"Baldwin, Brooks",681460,2024,114,121,2,".211",".316",".250","0.566","0.105",".272","0","71.2","7.1","87.4","26.2",34.5,4.8,6
"McCormick, Chas",676801,2023,403,457,22,".273",".489",".353","0.842","0.216",".331","11","71","7.4","88","14.6",38.4,11.1,8.7
"Mastrobuoni, Miles",670156,2024,98,106,0,".194",".224",".245","0.469","0.030",".232","0","66.8","6.5","87.4","13.9",32.9,2.4,6.1
"DeLoach, Zach",676113,2024,67,75,1,".209",".328",".293","0.621","0.119",".289","0","70.1","6.8","87.4","3",30.4,0,4.3
"Wade Jr., LaMonte",664774,2023,429,519,17,".256",".417",".373","0.790","0.161",".290","6","72.8","7","88.4","17.4",33.6,9.1,5.8
"Winn, Masyn",691026,2024,587,637,15,".267",".416",".314","0.730","0.149",".303","1","70.2","7.3","87","13.2",33.5,3.7,6.4
"Ahmed, Nick",605113,2024,210,228,2,".229",".295",".267","0.562","0.066",".287","1","67.9","7.3","84.9","13.4",29.7,3,6.1
"Hays, Austin",669720,2023,520,566,16,".275",".444",".325","0.769","0.169",".345","3","71.7","7.1","89.4","10.4",31,8.9,7.6
"Horwitz, Spencer",687462,2024,328,381,12,".265",".433",".357","0.790","0.168",".300","7","69.5","7","88.2","13.7",37.4,8,8.4
"Vientos, Mark",668901,2024,413,454,27,".266",".516",".322","0.838","0.250",".324","3","71.8","7.6","91.2","11.4",34.6,14.1,7.1
"Suwinski, Jack",669261,2024,247,277,9,".182",".324",".264","0.588","0.142",".225","1","73.3","7.3","88.9","12.9",28.8,8.8,4.7
"Miranda, Jose",669304,2023,142,152,3,".211",".303",".263","0.566","0.092",".235","1",,,"87.9","10.1",29.7,4.2,4.2
"Frazier, Clint",640449,2023,66,76,0,".197",".242",".303","0.545","0.045",".302","0",,,"82.5","11.4",37.2,0,9.3
"Bohm, Alec",664761,2023,558,611,20,".274",".437",".327","0.764","0.163",".296","5","72","7.4","89.4","11.1",35.1,5.7,7
"Rizzo, Anthony",519203,2024,337,375,8,".228",".335",".301","0.636","0.107",".259","9","68.5","6.8","86.7","14.3",31,4,4.7
"Seager, Corey",608369,2024,475,533,30,".278",".512",".353","0.865","0.234",".291","3","72.3","6.6","92.1","13.5",38.6,15.2,9.7
"Rosario, Eddie",592696,2024,297,319,10,".175",".316",".215","0.531","0.141",".196","0","70.3","7.2","91","14.3",27.9,5.3,10.6
"Taveras, Leody",665750,2024,480,529,12,".229",".352",".289","0.641","0.123",".272","0","71.3","7.5","89","14.7",31.5,5.9,5.3
"Rooker Jr., Brent",667670,2023,463,526,30,".246",".488",".329","0.817","0.242",".317","10","73.6","7.2","91.6","17.6",37.3,15.6,7.1
"Lee, Korey",686676,2023,65,70,1,".077",".138",".143","0.281","0.061",".091","0","70.3","7.4","85.3","8.2",26.7,4.4,0
"De La Cruz, Elly",682829,2023,388,427,13,".235",".410",".300","0.710","0.175",".336","2","76.7","7.5","91.2","3.6",30.5,8.5,4.5
"Moreno, Gabriel",672515,2024,305,351,5,".266",".380",".353","0.733","0.114",".303","2","70.7","7","90","8.8",33.6,6.6,5.9
"Tromp, Chadwick",644433,2024,52,54,0,".250",".365",".259","0.624","0.115",".361","0","72.7","7.9","88.1","6",38.9,2.8,8.3
"Olson, Matt",621566,2023,608,720,54,".283",".604",".389","0.993","0.321",".302","4","74.9","7.3","93.7","16.1",31,16.4,9.2
"Casali, Curt",592200,2024,108,125,1,".194",".250",".293","0.543","0.056",".235","2","66.8","7.3","83","20",34.1,1.1,3.4
"Cabrera, Oswaldo",665828,2023,298,330,5,".211",".299",".275","0.574","0.088",".260","2","70.2","7.2","87.8","13.4",27.7,3.5,5.2
"Hays, Austin",669720,2024,235,255,5,".255",".396",".303","0.699","0.141",".318","8","72.6","7.2","88.9","14.9",30.2,6.7,7.8
"Henderson, Gunnar",683002,2024,630,719,37,".281",".529",".364","0.893","0.248",".320","7","76.3","7.2","92.8","9.2",34.5,11.2,8.6
"Valdez, Enmanuel",665839,2024,201,223,6,".214",".363",".270","0.633","0.149",".253","0","70.4","7.5","89.4","19.3",32,9.2,5.9
"O'Hoppe, Logan",681351,2023,182,199,14,".236",".500",".296","0.796","0.264",".240","2","69.9","7.4","90.5","19.6",31.9,15.6,6.7
"Gonzales, Nick",693304,2024,359,387,7,".270",".398",".311","0.709","0.128",".319","5","71.1","7.3","87.9","13",34.1,7.9,4.5
"Machado, Manny",592518,2023,543,601,30,".258",".462",".319","0.781","0.204",".268","2","76.7","7.7","91","15",30.2,10.5,7.7
"Bogaerts, Xander",593428,2023,596,665,19,".285",".440",".350","0.790","0.155",".319","7","70.4","7.2","87.6","7.9",28.3,6.1,4.5
"Margot, Manuel",622534,2024,315,343,4,".238",".337",".289","0.626","0.099",".273","3","72","7.3","88.2","13.8",30.9,4.9,5.3
"Rivas, Leo",660844,2024,73,86,0,".233",".274",".333","0.607","0.041",".347","1","66.4","7.1","87.2","12.6",45.1,2,2
"Gonzalez, Romy",663853,2023,93,97,3,".194",".376",".208","0.584","0.182",".273","0",,,"90.5","5",40.7,13.6,5.1
"Lewis, Royce",668904,2024,292,325,16,".233",".452",".295","0.747","0.219",".251","0","73.3","7.7","87.1","16.8",36.3,11.2,5.4
"Haggerty, Sam",664059,2023,91,108,1,".253",".341",".364","0.705","0.088",".301","1","69.3","7.2","85.9","12.1",32,1.3,1.3
"Ohtani, Shohei",660271,2024,636,731,54,".310",".646",".390","1.036","0.336",".336","6","76.3","7.7","95.8","16.2",37.8,21.5,9
"Vázquez, Christian",543877,2023,327,355,6,".223",".318",".280","0.598","0.095",".279","1","66.6","6.8","86.7","10",36,3.2,7.7
"Outman, James",681546,2024,136,156,4,".147",".265",".256","0.521","0.118",".208","4","73.2","7.9","87.6","15.3",38.3,4.9,11.1
"Williams, Alika",675961,2024,87,96,0,".207",".299",".242","0.541","0.092",".277","1","69.6","7","87.2","15.7",38.6,4.3,2.9
"Pillar, Kevin",607680,2023,197,206,9,".228",".416",".248","0.664","0.188",".255","0","71","7.8","87.9","17.8",39.3,8,6
"Blackmon, Charlie",453568,2024,449,499,12,".256",".412",".329","0.741","0.156",".293","6","67.4","7.1","84.8","16.3",34.1,5.2,4.4
"Urías, Luis",649966,2024,94,109,4,".191",".394",".303","0.697","0.203",".250","6","68.3","7.7","87.1","19.2",43.3,11.7,6.7
"Vaughn, Andrew",683734,2024,570,619,19,".246",".402",".297","0.699","0.156",".285","6","70.8","7.6","90.3","16.6",33.6,9.3,8.4
"Senzel, Nick",669222,2024,236,267,7,".195",".331",".283","0.614","0.136",".232","1","68.7","7.5","84","15.5",38.6,5.7,4.5
"Rodríguez, Endy",682848,2023,186,204,3,".220",".328",".284","0.612","0.108",".281","0","69.9","7.2","89.1","16.5",35.5,5.1,8
"Segura, Jean",516416,2023,301,326,3,".219",".279",".277","0.556","0.060",".251","2","69.9","6.6","88","2.9",22.4,3.5,5.9
"Rutschman, Adley",668939,2024,571,638,19,".250",".391",".318","0.709","0.141",".272","2","69.1","6.9","88.2","18.8",35.4,6.1,4.8
"McCutchen, Andrew",457705,2023,390,473,12,".256",".397",".378","0.775","0.141",".312","4","71.8","7.4","89.6","12.3",33.7,6.8,7.8
"Adell, Jo",666176,2023,58,62,3,".207",".448",".258","0.706","0.241",".300","0","79.2","7.9","87.3","12.6",18.2,9.1,3
"McCarthy, Jake",664983,2024,442,495,8,".285",".400",".349","0.749","0.115",".329","14","67.3","6.7","84.5","9.1",30.4,2.7,4.3
"Berti, Jon",542932,2023,388,424,7,".294",".405",".344","0.749","0.111",".349","2","72.3","7.4","85.4","2.4",29.7,4.7,3.5
"Gallo, Joey",608336,2023,282,332,21,".177",".440",".301","0.741","0.263",".244","2","73.9","7.5","93","26.4",28.6,19.3,5.7
"Young, Jacob",696285,2024,468,521,3,".256",".331",".316","0.647","0.075",".321","12","68.2","6.9","85.8","4",28.1,1.6,2.9
"Flores, Wilmer",527038,2024,214,242,4,".206",".318",".277","0.595","0.112",".220","3","66","6.9","83.5","21.4",36.6,5.9,5.4
"Martin, Austin",668885,2024,233,257,1,".253",".352",".318","0.670","0.099",".314","2","66.9","6.9","87.2","12.7",39.4,1.1,5.3
"Drury, Brandon",592273,2023,485,523,26,".262",".497",".306","0.803","0.235",".308","8","71.7","7.5","89.9","11.8",35,11,7.6
"Williams, Luke",663897,2024,46,52,0,".196",".261",".275","0.536","0.065",".273","1","70.3","7.7","89.6","18.6",23.5,2.9,5.9
"Azocar, José",640492,2024,73,79,0,".219",".247",".269","0.516","0.028",".296","0","70.5","7","86.5","9.8",30.9,3.6,3.6
"Stephenson, Tyler",663886,2023,465,517,13,".243",".378",".317","0.695","0.135",".314","4","70.4","7.5","89.4","8.9",33.5,7.6,9.4
"Castro, Rodolfo",666801,2023,227,256,6,".211",".322",".297","0.619","0.111",".284","5","71.9","7.6","87.2","7.6",27.9,7.8,2.6
"Cron, C.J.",543068,2023,258,278,12,".248",".434",".295","0.729","0.186",".284","1","73.6","8.2","87.7","12.8",31.8,13.8,6.7
"Shewmake, Braden",669699,2024,64,67,1,".125",".203",".134","0.337","0.078",".127","0","69.6","7.1","86.5","14.3",28.6,3.6,3.6
"Jung, Josh",673962,2023,478,515,23,".266",".467",".315","0.782","0.201",".340","5","71.2","7","91.8","15",41.9,11.9,7.9
"Kirk, Alejandro",672386,2023,372,422,8,".250",".358",".334","0.692","0.108",".265","6","70.1","7.2","87.6","6.3",31.9,5.2,5.5
"De La Cruz, Bryan",650559,2024,584,622,21,".233",".384",".271","0.655","0.151",".289","3","71.8","7.7","89.6","13.1",35.6,9.3,6.4
"Rojas, Miguel",500743,2023,385,423,5,".236",".322",".290","0.612","0.086",".255","5","68.8","6.9","87.3","11",33.4,2.9,4.1
"Renfroe, Hunter",592669,2023,498,548,20,".233",".416",".297","0.713","0.183",".270","3","74.6","7.9","88.3","15",29.5,6.1,6.9
"Estrada, Thairo",642731,2023,495,530,14,".271",".416",".315","0.731","0.145",".331","11","70.3","7.2","85.9","10.8",34.7,4.8,3.7
"Carpenter, Matt",572761,2023,188,237,5,".176",".319",".322","0.641","0.143",".231","2","69.1","8.1","87","24.4",35.7,11.1,4.8
"García, Avisaíl",541645,2024,50,51,2,".240",".380",".255","0.635","0.140",".286","0","69","7","86.6","2.1",27,8.1,2.7
"Bradley Jr., Jackie",598265,2023,105,113,1,".133",".210",".188","0.398","0.077",".173","2",,,"88.1","5.3",23.4,7.8,6.5
"Hinds, Rece",677956,2024,46,51,5,".261",".717",".333","1.050","0.456",".280","1","75.2","7.7","91.6","18.9",40,20,0
"Haase, Eric",606992,2023,274,293,4,".201",".281",".247","0.528","0.080",".268","0","72.5","7.3","87.1","13.4",29.2,4.6,7.2
"Jeffers, Ryan",680777,2024,412,465,21,".226",".432",".300","0.732","0.206",".238","14","72.9","7.5","86.9","16.2",31.7,8.3,5.8
"Fortes, Nick",663743,2024,308,335,4,".227",".318",".259","0.577","0.091",".246","4","71.3","7.1","84.3","15.4",29,1.4,2.9
"Bregman, Alex",608324,2023,622,724,25,".262",".441",".363","0.804","0.179",".270","8","70.2","6.9","88.6","17.6",35.8,5.4,10.1
"Happ, Ian",664023,2023,580,691,21,".248",".431",".360","0.791","0.183",".299","6","71.8","6.9","89.9","13",36.7,9,5.5
"Triolo, Jared",669707,2023,181,209,3,".298",".398",".388","0.786","0.100",".440","3","69.3","8","86.6","10.6",39.5,5.9,6.7
"Muncy, Max",571970,2024,237,293,15,".232",".494",".358","0.852","0.262",".265","5","71.3","7.2","90.2","26.6",32.5,10.8,11.4
"Merrifield, Whit",593160,2023,547,592,11,".272",".382",".318","0.700","0.110",".313","3","64.8","6.9","85.1","14.4",37.2,2.4,5.3
"Jung, Jace",690291,2024,79,94,0,".241",".304",".362","0.666","0.063",".380","0","70.5","7.3","86.4","11",32,4,2
"Ford, Mike",645801,2024,60,62,1,".150",".233",".177","0.410","0.083",".182","0","69.8","6.9","86.4","17.5",28.9,2.2,4.4
"Meadows, Parker",678009,2024,270,298,9,".244",".433",".310","0.743","0.189",".306","1","70.5","7.3","87","18.5",34.7,7.7,6.1
"Saggese, Thomas",695336,2024,49,52,1,".204",".306",".250","0.556","0.102",".265","1","70.2","7.2","85.7","11.3",45.7,2.9,5.7
"Haase, Eric",606992,2024,66,69,5,".273",".515",".304","0.819","0.242",".394","0","71.2","7.2","90","11.5",39.5,13.2,5.3
"Adames, Willy",642715,2024,610,688,32,".251",".462",".331","0.793","0.211",".297","1","73.6","8.1","88.6","20.6",38.2,12,8.6
"Pasquantino, Vinnie",686469,2023,231,260,9,".247",".437",".324","0.761","0.190",".250","2",,,"89.3","17.4",37.8,7.5,8.5
