"last_name, first_name","player_id","year","ab","pa","home_run","k_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","isolated_power","babip","b_hit_by_pitch","woba","avg_swing_speed","fast_swing_rate","blasts_swing","squared_up_swing","avg_swing_length","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel_batted_rate","solidcontact_percent","z_swing_percent","oz_swing_percent","iz_contact_percent","whiff_percent"
"Sánchez, Gary",596142,2023,240,267,19,25.1,".217",".492",".288","0.780","0.275",".212","4",".329","73.4",34.6,13.5,25.4,"7.4","90.1","16.5",27.4,15.4,5.1,57.8,26.5,83.4,27.6
"Langeliers, Shea",669127,2023,448,490,22,29.2,".205",".413",".268","0.681","0.208",".246","5",".290","74.6",48,13,24.9,"7.2","90.6","19.6",30.8,13.3,6.8,69.9,31.2,76,32.1
"Turang, Brice",668930,2023,404,448,6,21,".218",".300",".285","0.585","0.082",".268","1",".262","68.5",3.8,5.2,24.8,"6.5","85.5","12.6",34.3,2.9,6.3,67.2,27.3,82.1,21.7
"Kwan, Steven",680757,2023,638,718,5,10.4,".268",".370",".340","0.710","0.102",".294","3",".313","64.1",0.2,4.2,41.1,"6.4","86","10.7",37.7,1.1,2.8,59,21.3,93.6,11.2
"Madris, Bligh",676632,2024,67,75,1,26.7,".269",".358",".324","0.682","0.089",".362","0",".301","71.6",12.3,8.2,24.6,"7.5","87.1","23.7",37.5,10.4,8.3,77.3,19.4,77.1,28.9
"Benintendi, Andrew",643217,2023,562,621,5,14.3,".262",".356",".326","0.682","0.094",".301","3",".299","67",2.3,6.8,31.5,"6.6","86.6","14.5",40.9,2.9,3.4,70.4,26.6,83.8,19.3
"Shewmake, Braden",669699,2024,64,67,1,14.9,".125",".203",".134","0.337","0.078",".127","0",".144","69.6",5,2.5,26.3,"7.1","86.5","14.3",28.6,3.6,3.6,71.1,37,84,26.3
"Bride, Jonah",681146,2024,232,272,11,20.2,".276",".461",".357","0.818","0.185",".306","3",".351","67.9",5,7.6,30.5,"7.2","87.1","11.8",29.9,5.4,4.3,52.1,23.9,87.9,16.7
"Stephenson, Tyler",663886,2023,465,517,13,26.1,".243",".378",".317","0.695","0.135",".314","4",".305","70.4",2.7,15.8,33.2,"7.5","89.4","8.9",33.5,7.6,9.4,61.8,24.1,80.3,28.4
"De La Cruz, Bryan",650559,2024,584,622,21,27.3,".233",".384",".271","0.655","0.151",".289","3",".283","71.8",19.8,9.2,23.7,"7.7","89.6","13.1",35.6,9.3,6.4,75.3,32.6,77.6,30.1
"Moore, Dylan",664238,2024,368,441,10,27.9,".201",".367",".320","0.687","0.166",".267","14",".306","73",27.8,8.4,20.8,"7.1","88.4","22.6",38.2,8.8,6,65.3,17.7,80.4,24.8
"Cronenworth, Jake",630105,2024,577,656,17,18,".241",".390",".324","0.714","0.149",".274","11",".315","69.5",6.3,9.9,26.6,"7.1","88.6","13.9",35.4,7.8,5.8,65.9,23.1,89.1,17.1
"Marsh, Brandon",669016,2023,404,472,12,30.5,".277",".458",".372","0.830","0.181",".397","4",".358","71.8",14.5,8.7,22.5,"7.2","91.3","12.4",37.7,9.1,8.3,61.5,25.5,82.4,27.4
"Brown, Seth",664913,2023,343,378,14,26.7,".222",".405",".286","0.691","0.183",".270","2",".298","73.8",32.1,12.4,23.4,"7.3","90.5","16.4",32.7,12.2,9.8,71.3,31.1,82.1,31.3
"Stowers, Kyle",669065,2024,192,209,3,35.4,".208",".333",".268","0.601","0.125",".319","3",".265","73.7",33.2,11.6,18,"6.8","91","12.3",36.1,10.9,8.4,78.5,32.6,72.9,36.1
"Rodríguez, Julio",677594,2024,567,613,20,25.4,".273",".409",".325","0.734","0.136",".344","6",".321","76.3",63.4,14.5,20.8,"7.9","91.7","10.5",33.2,10.2,6.1,74.7,37.3,78.8,30.9
"Butler, Lawrence",671732,2023,123,129,4,27.1,".211",".341",".240","0.581","0.130",".259","1",".251","74.1",42.1,12,21.5,"7.2","88.3","16.2",24.7,9,5.6,65.4,26.8,80.3,29.7
"Tovar, Ezequiel",678662,2024,655,695,26,28.8,".269",".469",".295","0.764","0.200",".344","4",".324","71.3",18.9,8,20.9,"7.5","88.8","18.9",38.5,9,7.7,82,44.1,77.7,33.5
"Kirilloff, Alex",666135,2023,281,319,11,25.1,".270",".445",".348","0.793","0.175",".337","7",".343","70.3",4.8,10.1,24.5,"7.5","88.6","12.4",40.2,7.4,8.3,64.8,33,82.6,27.6
"Urías, Ramón",602104,2023,360,396,4,25.5,".264",".375",".328","0.703","0.111",".355","8",".310","70.8",17,8.7,23.3,"7.4","89.2","7.9",30.4,6.9,3.1,68.9,28.5,79.8,28.7
"Pasquantino, Vinnie",686469,2023,231,260,9,11.9,".247",".437",".324","0.761","0.190",".250","2",".327",,,,,,"89.3","17.4",37.8,7.5,8.5,62.8,32.4,90.8,17.4
"Hinds, Rece",677956,2024,46,51,5,31.4,".261",".717",".333","1.050","0.456",".280","1",".433","75.2",56.5,12,18.5,"7.7","91.6","18.9",40,20,0,73.2,41.6,80,38.2
"Bradley Jr., Jackie",598265,2023,105,113,1,25.7,".133",".210",".188","0.398","0.077",".173","2",".180",,,,,,"88.1","5.3",23.4,7.8,6.5,68.7,34.3,77.6,33
"Walker, Christian",572233,2023,582,661,33,19.2,".258",".497",".333","0.830","0.239",".272","8",".351","75",50.1,10.8,19,"7.4","88","15.8",32.6,11.4,6,71.3,26.1,81.1,26.4
"Kelenic, Jarred",672284,2023,372,416,11,31.7,".253",".419",".327","0.746","0.166",".359","1",".321","72.2",21.1,8.6,20.3,"7.1","90.9","10.1",38.8,9.5,9.9,66.4,28.5,77.3,33.8
"Grissom, Vaughn",687093,2023,75,80,0,18.8,".280",".347",".313","0.660","0.067",".344","2",".289","69",0,12.5,31.3,"7.6","86.2","5.1",29.5,6.6,1.6,74,33.8,90.4,20
"Rivas, Leo",660844,2024,73,86,0,27.9,".233",".274",".333","0.607","0.041",".347","1",".282","66.4",0.9,2.6,29.3,"7.1","87.2","12.6",45.1,2,2,56.6,14.9,81.1,25.5
"Conine, Griffin",665052,2024,82,89,3,31.5,".268",".451",".326","0.777","0.183",".373","1",".337","73",31.4,8.3,17.9,"7.6","89.1","7",29.6,7.4,9.3,73.2,32.9,80.8,28.4
"Contreras, Willson",575929,2024,301,358,15,26.8,".262",".468",".380","0.848","0.206",".337","12",".370","75.9",61.6,12.5,18.6,"7.9","91.6","14.2",32.7,11.2,6.8,71.2,29.9,77.8,35
"Domínguez, Jasson",691176,2024,56,67,2,28.4,".179",".304",".313","0.617","0.125",".229","0",".285","75.4",57.4,13.9,16.5,"7.7","89.4","5.1",24.3,10.8,2.7,71.4,28.1,85.3,23.4
"Maton, Nick",665155,2023,249,293,8,24.9,".173",".305",".288","0.593","0.132",".206","3",".268","69.4",7,5,20,"6.4","86.1","18.2",31.8,8.4,2.8,67.5,25.9,76.2,31.2
"Tucker, Kyle",663656,2023,574,674,29,13.6,".284",".517",".369","0.886","0.233",".289","3",".372","71.8",22.5,14.4,29.7,"7.6","90.2","14.8",35.4,10.6,8.1,71.8,21.6,87.3,18.5
"Flores, Wilmer",527038,2024,214,242,4,13.6,".206",".318",".277","0.595","0.112",".220","3",".262","66",2.1,6.7,29.7,"6.9","83.5","21.4",36.6,5.9,5.4,60.6,28.5,92.8,13.9
"Ozuna, Marcell",542303,2024,606,688,39,24.7,".302",".546",".378","0.924","0.244",".359","3",".395","74",42.5,14,23.3,"7.4","92.1","14.4",40.5,15.5,11.4,72.5,26.5,77.4,31.4
"Walker, Christian",572233,2024,479,552,26,24.1,".251",".468",".335","0.803","0.217",".287","10",".343","75",52.8,12.2,20.2,"7.5","91.2","16.6",35,13.3,7.1,73.1,24.3,82.5,25.6
"Garver, Mitch",641598,2023,296,344,19,23.8,".270",".500",".370","0.870","0.230",".313","3",".374","70.8",11,13.3,27.1,"7.1","90","20.5",35.5,12.6,7.9,61.9,17.4,83.9,23.7
"Swanson, Dansby",621020,2024,534,593,16,24.3,".242",".390",".312","0.702","0.148",".300","2",".307","71.7",12.8,11.3,24.4,"7.4","89.4","10.4",32.6,9.2,7.9,71,24,77.3,28.7
"Saggese, Thomas",695336,2024,49,52,1,26.9,".204",".306",".250","0.556","0.102",".265","1",".247","70.2",14,4.7,22.1,"7.2","85.7","11.3",45.7,2.9,5.7,64.4,41.2,86.6,22.5
"Fortes, Nick",663743,2023,294,323,6,18.3,".204",".299",".263","0.562","0.095",".234","7",".251","70.3",9,12,28.9,"7.1","88.2","13.9",27.1,3.8,5.8,65.3,25.6,87.6,17.1
"Bleday, JJ",668709,2023,256,303,10,23.8,".195",".355",".310","0.665","0.160",".226","2",".297","72.5",18.8,8.2,24.1,"7.3","88.6","15.5",29.9,6.4,4.3,68.7,20,79.2,28.2
"Higashioka, Kyle",543309,2024,246,263,17,28.1,".220",".476",".263","0.739","0.256",".237","0",".314","71.8",17.1,10.7,24.4,"7.3","88.4","20.7",40.2,10.9,9.2,64.8,28.1,82.5,25.6
"Busch, Michael",683737,2024,496,567,21,28.6,".248",".440",".335","0.775","0.192",".322","4",".336","70.3",11.3,9.6,25.2,"7.3","89.9","17.2",36.4,11.2,6.5,68.6,23.2,79.6,28.4
"Segura, Jean",516416,2023,301,326,3,14.4,".219",".279",".277","0.556","0.060",".251","2",".250","69.9",8.1,16.3,29.1,"6.6","88","2.9",22.4,3.5,5.9,65.1,36.9,87.7,19.2
"Judge, Aaron",592450,2023,367,458,37,28.4,".267",".613",".406","1.019","0.346",".300","0",".420","76.4",68.1,19.1,26.2,"8.1","97.6","20.4",37.1,27.5,10.4,66.9,19.5,72.5,36.6
"Schanuel, Nolan",694384,2023,109,132,1,14.4,".275",".330",".402","0.732","0.055",".326","3",".336","64.9",0.5,2.6,33.3,"6.5","85.4","6.5",40,2.2,2.2,63.8,20.4,85.5,17.6
"Canzone, Dominic",686527,2024,168,188,8,28.2,".196",".381",".271","0.652","0.185",".229","0",".280","72.4",26.6,12.5,24.2,"7.6","89.9","9.1",31.6,11.1,10.3,68.9,37,75.9,34.4
"Hurtubise, Jacob",674441,2024,54,68,0,26.5,".185",".241",".297","0.538","0.056",".270","3",".253","65",0,0,23.3,"6.9","82.8","20.6",39,0,2.4,60.9,23.8,80.4,20.3
"Bethancourt, Christian",542194,2023,315,332,11,27.4,".225",".381",".254","0.635","0.156",".278","0",".271","72.5",23.8,7,18.1,"7.5","88.6","11.3",28.5,7.9,4.4,77.7,45.2,75.3,36.6
"Kirk, Alejandro",672386,2024,340,386,5,13.2,".253",".359",".319","0.678","0.106",".276","2",".297","70.1",12.2,12.2,31.6,"7","89.4","10.8",34.6,6.7,7,65.7,28.3,90.2,15.7
"Schmitt, Casey",669477,2024,107,113,6,22.1,".252",".477",".283","0.760","0.225",".273","1",".323","71.6",25.1,10.8,28.1,"7.5","89.2","16.5",31.3,8.4,7.2,69.1,36.8,88.8,25
"Mancini III, Trey",641820,2023,235,263,4,29.7,".234",".336",".299","0.635","0.102",".327","2",".280","72.6",15.6,6.3,17.2,"7.8","88.9","12.3",32.5,3.8,8.8,68.6,31.3,75.6,32.7
"Black, Tyler",672012,2024,49,57,0,29.8,".204",".245",".316","0.561","0.041",".313","1",".265","68.6",6.5,1.1,17.4,"7","83","16.4",31.3,0,3.1,66.4,20,82.3,24.3
"Lewis, Royce",668904,2023,217,239,15,23,".309",".548",".372","0.920","0.239",".354","2",".393","75.2",53.4,15.7,25.6,"7.8","90.2","16.2",33.3,11.7,6.8,65.7,28.5,81.5,27.3
"Wade, Tyler",642180,2023,51,55,0,23.6,".255",".314",".309","0.623","0.059",".342","0",".278",,,,,,"85.3","8.6",21.1,0,2.6,56.9,27,81.8,23.3
"Lee, Korey",686676,2023,65,70,1,28.6,".077",".138",".143","0.281","0.061",".091","0",".134","70.3",7.5,4.5,18.7,"7.4","85.3","8.2",26.7,4.4,0,79.7,30.5,75.5,31.4
"Rogers, Jake",668670,2023,331,365,21,32.3,".221",".444",".286","0.730","0.223",".268","3",".312","70",4.5,10.4,29.5,"7.4","90.4","14.7",40.3,12,10.2,66.3,22.6,74.4,31.7
"Abrams, CJ",682928,2023,563,614,18,19.2,".245",".412",".300","0.712","0.167",".279","13",".306","71.5",20.2,11.3,24.8,"7.3","87.4","13.5",32.6,6.9,7.5,71.9,35.1,83.8,22.5
"Rutschman, Adley",668939,2023,588,687,20,14.7,".277",".435",".374","0.809","0.158",".303","2",".352","70.3",10,13.1,30.5,"6.9","88.4","12.6",37,7.5,6.5,60.7,23.4,89.3,15.6
"Grandal, Yasmani",518735,2024,215,243,9,18.9,".228",".400",".304","0.704","0.172",".248","0",".308","70.3",8.5,14.9,35.3,"7.4","91.1","11.1",31.8,9.8,6.4,54.1,25.6,84.1,20.1
"Refsnyder, Rob",608701,2023,202,243,1,19.3,".248",".317",".365","0.682","0.069",".316","5",".314","72.9",23.1,9.9,24.8,"7.3","87.7","11.9",42,3.8,7,61.1,18.6,80.4,23.1
"Steer, Spencer",668715,2023,582,665,23,20.9,".271",".464",".356","0.820","0.193",".318","11",".355","71.5",11.7,8.6,23,"7.4","88.7","15.3",35.3,6.7,6.5,63.1,23.9,82.8,24.1
"García, Luis",671277,2023,447,482,9,12.4,".266",".385",".304","0.689","0.119",".286","0",".297","71.2",18.1,11.9,30.5,"7.2","88.3","4.6",31.9,5.8,6.3,74,30.8,87.3,17.9
"Westburg, Jordan",676059,2023,208,228,3,24.6,".260",".404",".311","0.715","0.144",".336","1",".309","70.2",8.1,10.6,25.8,"6.9","90.2","13.4",38.1,6.5,10.3,69.9,28.4,81.5,26
"Doyle, Brenton",686668,2024,542,603,23,25.4,".260",".446",".317","0.763","0.186",".316","3",".328","70.9",8.1,10.8,24.3,"7.4","89.2","13.2",37.4,10.5,6,74.5,30,81.1,29.8
"Andrus, Elvis",462101,2023,374,406,6,17.5,".251",".358",".304","0.662","0.107",".294","4",".290","68.3",7.3,11.3,31.3,"7.7","87.5","5.5",28.1,2.6,4.9,61.4,28,88.1,20.1
"Marlowe, Cade",687799,2023,88,100,3,33,".239",".420",".330","0.750","0.181",".346","0",".327","68.7",2.6,6.2,17.6,"6.7","86.6","20.8",41.8,7.3,5.5,71.8,28.4,74.1,29.4
"Duran, Ezequiel",677649,2023,406,439,14,27.3,".276",".443",".324","0.767","0.167",".358","7",".330","73.4",37.2,8.3,17.6,"7.4","90.1","14",36.3,8.7,6.9,72.2,37.7,79.8,28.5
"Rizzo, Anthony",519203,2023,373,421,12,23,".244",".378",".328","0.706","0.134",".298","12",".312","68.8",6.1,5.2,23.5,"6.9","90","17.8",41.2,6.9,6.9,64.1,34.1,84.6,25
"Thaiss, Matt",642136,2023,262,307,9,27,".214",".340",".319","0.659","0.126",".272","6",".295","73.3",37.7,7.7,18.6,"7.9","88.5","9.2",34.6,10.4,6.6,72.3,19,70.5,34.2
"Castellanos, Nick",592206,2023,626,671,29,27.6,".272",".476",".311","0.787","0.204",".337","3",".335","72.4",28.3,9.2,21.6,"7.7","88.9","14.4",36.5,10.3,7.4,74.6,41,77.9,35.4
"Canzone, Dominic",686527,2023,173,182,6,17.6,".220",".399",".258","0.657","0.179",".237","1",".282","70.9",13,15.5,31.7,"7.2","89.7","16.3",31.9,12.1,6.4,67.1,41.8,83.2,25.5
"Renfroe, Hunter",592669,2024,385,424,15,19.8,".229",".392",".297","0.689","0.163",".254","2",".302","75.2",52.8,12.4,23.5,"7.6","88.5","16.7",27.8,6.6,6.3,62.7,26.3,84.7,23.4
"Andujar, Miguel",609280,2024,302,319,4,13.2,".285",".377",".320","0.697","0.092",".319","3",".306","71.6",22.2,9.9,26.6,"7.6","86.1","9.2",26.1,2.7,3.1,66.2,35.8,93,16
"Springer III, George",543807,2024,545,614,19,18.7,".220",".371",".303","0.674","0.151",".245","6",".298","71.9",22.3,11.7,25.4,"7.4","87.5","9.4",29.2,9.3,4.4,73,23.5,81.4,25.3
"Carroll, Corbin",682998,2024,589,684,22,19,".231",".428",".322","0.750","0.197",".256","10",".325","73.7",36.9,14.6,27.7,"7","89.3","12",27.8,7.2,7,59.8,24.9,85.8,20.3
"Julks, Corey",667452,2024,173,189,3,26.5,".214",".306",".275","0.581","0.092",".281","0",".260","70.7",8.9,6.7,20.4,"7","84.9","15",33.9,3.2,4.8,61.2,30.5,82,25.9
"Wagaman, Eric",676572,2024,72,74,2,23,".250",".403",".270","0.673","0.153",".302","0",".290","71.1",18.2,7.3,24.5,"6.9","91.7","8.3",38.2,5.5,12.7,73,29.5,90,20.9
"Burger, Jake",669394,2024,535,579,29,25.9,".250",".460",".301","0.761","0.210",".292","9",".325","74.7",46.9,14.4,23.9,"7.5","91.3","13",32.4,12.3,7.7,70.1,36.5,81.1,30.1
"Witt Jr., Bobby",677951,2023,641,694,30,17.4,".276",".495",".319","0.814","0.219",".295","4",".343","75.1",53.7,15.4,26.9,"7","90.7","15.7",34.4,11.5,7.2,71,30.6,83.3,22.8
"Caminero, Junior",691406,2024,165,177,6,21.5,".248",".424",".299","0.723","0.176",".289","1",".309","77.2",70.1,16.7,24.2,"8.3","89.7","6.8",25.2,11.8,3.1,63.1,35.4,77.8,31.7
"Hayes, Ke'Bryan",663647,2024,365,396,4,18.9,".233",".290",".283","0.573","0.057",".279","4",".256","72.1",19.7,13.9,31.3,"6.9","88.9","4.8",29.9,2.4,6.5,62.3,28,92.2,18.1
"Sheets, Gavin",657757,2024,451,501,10,21.2,".233",".357",".303","0.660","0.124",".281","4",".291","72.7",29.7,10.1,22.6,"7.6","87.8","13.5",41.1,5.7,6.3,62.4,32.4,83.8,23
"Ruf, Darin",573131,2023,49,57,0,28.1,".224",".286",".333","0.619","0.062",".333","0",".287",,,,,,"94","7.5",39.4,12.1,6.1,53.7,16.4,84.9,26.6
"Anderson, Brian",605119,2023,318,361,9,29.9,".226",".368",".310","0.678","0.142",".309","4",".299","72.4",32.8,6.9,22.4,"7.5","87.6","9.9",34.3,10.3,6.1,69.4,28.1,75.4,33.3
"Jansen, Danny",643376,2024,278,324,9,18.8,".205",".349",".309","0.658","0.144",".227","3",".294","69",6.8,8.7,28.7,"6.9","86.6","21.7",34.1,6.4,5.9,61.8,20.3,85.3,20.9
"Duran, Ezequiel",677649,2024,268,285,3,22.1,".246",".321",".288","0.609","0.075",".310","2",".270","72.6",25.3,9.9,22.7,"7.2","87.1","8.9",28.2,3.4,6.3,74,39.3,84.5,24.7
"Blanco, Dairon",680118,2023,124,138,3,23.9,".258",".452",".324","0.776","0.194",".330","2",".333","74.4",47.2,12.6,22.8,"7.5","86.7","9.1",28,6.5,7.5,71.3,29.4,77.3,29.3
"Abreu, Wilyer",677800,2024,399,447,15,28,".253",".459",".322","0.781","0.206",".326","3",".336","74.6",44.6,11.8,22.6,"7.4","91.6","19.2",33.7,11.1,7.5,68.4,28.2,76.4,29.6
"Castro, Harold",605612,2023,258,270,1,24.4,".252",".314",".275","0.589","0.062",".332","0",".258","66.6",1.3,3.3,22,"6.5","86.2","10",38.5,3.1,3.6,71.1,43.1,81.7,28.6
"Paredes, Isaac",670623,2024,542,641,19,16.4,".238",".393",".346","0.739","0.155",".259","17",".327","68.2",4.8,5.4,24.2,"8","85","22.4",37,4.5,7.2,64.7,26.5,89,17.2
"Lowe, Brandon",664040,2023,377,436,21,27.3,".231",".443",".328","0.771","0.212",".275","6",".334","73.3",30.5,12.8,24.3,"7.1","91.4","16",32.6,10.7,7.3,75.3,30,80.4,32
"Bohm, Alec",664761,2024,554,606,15,14.2,".280",".448",".332","0.780","0.168",".305","6",".335","72.2",21.7,15.6,32.5,"7.4","90.4","10.1",35.2,6.8,9.1,71.1,27.2,89.5,17.6
"Lowe, Nathaniel",663993,2023,623,724,17,22.8,".262",".414",".360","0.774","0.152",".329","5",".340","74.1",40.1,12.3,20.3,"7.4","89.8","7.2",36.7,6.5,6.3,67.2,20.8,85.9,20.6
"Morel, Christopher",666624,2024,535,611,21,26,".196",".346",".288","0.634","0.150",".233","10",".280","76.1",64.7,11.7,20.1,"8","89.2","14.2",27.6,10.2,4.5,68.8,26.2,72.7,34.1
"Merrifield, Whit",593160,2023,547,592,11,17.1,".272",".382",".318","0.700","0.110",".313","3",".304","64.8",1.2,4,29.1,"6.9","85.1","14.4",37.2,2.4,5.3,69.8,32.5,85.1,19.5
"Donaldson, Josh",518626,2023,165,189,13,26.5,".152",".418",".249","0.667","0.266",".115","0",".284","73.3",35.5,15.9,32.7,"7.7","92.1","11.7",23.1,16.2,5.1,64.1,26.4,78.2,26.7
"Friedl Jr., TJ",670770,2023,488,556,18,16.2,".279",".467",".352","0.819","0.188",".308","10",".353","68.6",3.6,6.9,28.3,"6.7","86.7","16.1",32,3.2,2.2,59,24.6,86.7,18.4
"Moustakas, Mike",519058,2023,352,386,12,24.6,".247",".392",".293","0.685","0.145",".296","3",".294","71.6",24.9,7.9,24.9,"7.3","89","18",28.3,5.7,4.5,71.5,33,80.4,27.3
"Bae, Ji Hwan",678225,2024,74,81,0,29.6,".189",".216",".247","0.463","0.027",".275","0",".213","69.1",3.1,10,23.8,"6.8","87.3","2.4",31.4,11.8,2,67.9,27.2,75.5,31.8
"Jiménez, Eloy",650391,2024,324,349,6,20.1,".238",".336",".289","0.625","0.098",".285","2",".276","73.9",40.2,17.5,29.8,"7.2","92","4.3",25.1,7.8,3.9,70.1,33,84.7,26.2
"Guerrero Jr., Vladimir",665489,2024,616,697,30,13.8,".323",".544",".396","0.940","0.221",".342","5",".398","75.9",57.5,19.4,27.7,"7.7","93.8","7.4",35.1,13.7,6.3,68.6,27.5,84.9,21.5
"Wagner, Will",695238,2024,82,86,2,18.6,".305",".451",".337","0.788","0.146",".359","0",".342","68.9",2.7,13.4,32.2,"6.4","90.6","5.1",39.4,9.1,7.6,65.9,28,92.5,19.3
"Sheets, Gavin",657757,2023,311,344,10,19.2,".203",".331",".267","0.598","0.128",".222","1",".261","72.8",21.7,7.2,22.6,"7.7","88.1","16.9",29.7,5.2,6.4,68.1,29.7,85.7,21.7
"Candelario, Jeimer",600869,2023,505,576,22,22,".251",".471",".336","0.807","0.220",".292","13",".346","69.3",6.9,7.9,24.2,"7.8","88.3","14.1",36.9,7.9,7.3,68.1,28.3,83.9,24.2
"Suárez, Eugenio",553993,2024,571,640,30,27.5,".256",".469",".319","0.788","0.213",".309","9",".337","72.2",21.5,10.8,22.2,"7.8","89.1","19.5",40.4,11.3,8.9,66.9,27,81.2,29.1
"Fairchild, Stuart",656413,2024,209,233,8,25.8,".215",".368",".286","0.654","0.153",".261","4",".288","70.3",10.1,7.7,21.4,"7.4","85.5","20.5",27.6,7.9,5.9,74.7,26,72.5,35.5
"Meckler, Wade",685133,2023,56,64,0,39.1,".232",".250",".328","0.578","0.018",".419","2",".273","66",0,0,23.5,"7.1","81.4","7.8",45.2,0,3.2,53,19,71.8,38.1
"Call, Alex",669743,2023,375,439,8,17.8,".200",".307",".307","0.614","0.107",".230","6",".280","70.2",14.1,7.9,29,"7.2","86.8","17",30.5,5.3,5,61.3,19.8,85.9,18.6
"Eaton, Nate",681987,2023,53,56,0,37.5,".075",".075",".125","0.200","0.000",".125","1",".101",,,,,,"84.3","10.4",25,0,3.1,66.1,31.3,70.8,36.9
"Larnach, Trevor",663616,2023,183,212,8,34,".213",".415",".311","0.726","0.202",".295","0",".313","73.2",25,10.7,32.1,"7.6","90.1","17.5",41.6,13.3,12.4,63.5,23.1,75.5,36.5
"Vargas, Miguel",678246,2024,206,237,5,24.1,".150",".257",".249","0.506","0.107",".177","3",".233","69.8",8.3,5.8,23,"7.7","86.2","21.3",28.9,4.6,4.6,67.3,21.8,79.7,21.6
"Fletcher, Dominic",666150,2023,93,102,2,21.6,".301",".441",".350","0.791","0.140",".377","0",".340",,,,,,"89.7","8.5",38.4,4.1,8.2,64.9,33.1,85.5,21.1
"Alu, Jake",666906,2023,159,175,2,24,".226",".289",".282","0.571","0.063",".291","3",".256","67.8",2.4,6.7,24.8,"6.7","88.6","5.1",35.8,2.5,5.8,66,32.9,79.2,26.5
"Velázquez, Nelson",676369,2023,162,179,17,28.5,".235",".586",".302","0.888","0.351",".221","2",".369","72.9",30.2,11.8,22.9,"7.5","91","14.4",31.3,21.4,2.7,73.6,29.4,74.9,33.7
"Ruiz, Keibert",660688,2023,523,562,18,10.3,".260",".409",".308","0.717","0.149",".263","6",".310","66.4",2.3,4.8,31.9,"7.1","87.4","15.3",39.4,5.8,4.9,66.6,36.5,92,14.3
"Wisdom, Patrick",621550,2024,158,174,8,33.9,".171",".392",".237","0.629","0.221",".207","4",".271","75.4",56.2,10.4,19.5,"7.9","90.9","28",23.8,15.8,7.9,71.3,25.7,77.7,31.4
"Verdugo, Alex",657077,2023,546,602,13,15.4,".264",".421",".324","0.745","0.157",".294","6",".322","67.6",2.9,12.9,35.6,"6.2","89.2","8.8",35.4,5,6.3,57.5,22.2,91.7,15.6
"Baker, Luken",663609,2023,86,99,2,31.3,".209",".314",".313","0.627","0.105",".302","0",".285","73.9",38.8,16.5,26.4,"7.8","93.1","16.9",38.2,7.3,14.5,64.2,23,77.1,31.6
"Carter, Evan",694497,2023,62,75,5,32,".306",".645",".413","1.058","0.339",".412","0",".435","71.4",14,14,21,"7.2","89","9",43.6,10.3,10.3,59.4,9,75.2,30.2
"Turner, Trea",607208,2024,505,539,21,18.2,".295",".469",".338","0.807","0.174",".331","6",".349","71.6",17.1,10.1,25.6,"7.6","89.1","11.5",30.9,6.9,5.6,74.8,33.9,85.8,26.1
"Clemens, Kody",665019,2024,114,120,5,24.2,".219",".447",".258","0.705","0.228",".250","1",".301","70.5",4.3,9.6,25.5,"7.3","89.4","19.2",30.6,7.1,8.2,63.5,33.5,79.4,25.7
"Florial, Estevan",664314,2024,98,111,3,36.9,".173",".367",".264","0.631","0.194",".259","1",".277","73",30.1,8.1,16.1,"7.1","88.7","12.8",36.2,10.3,6.9,78.6,24.7,62.4,42.2
"Smith, Will",669257,2024,476,544,20,19.3,".248",".433",".327","0.760","0.185",".273","9",".326","67.9",3.1,8.7,27.1,"7.2","89.4","18.7",38.3,10.8,8.4,66.5,26.3,84.5,20.9
"Ibáñez, Andy",628451,2024,224,244,5,25.8,".241",".357",".295","0.652","0.116",".310","3",".287","70.1",5.8,8.4,24.3,"7.3","88.1","20.3",33.7,4.9,5.5,73.6,32.4,78.1,30.8
"Murphy, Tom",608596,2023,145,159,8,27.7,".290",".538",".335","0.873","0.248",".358","1",".367","72.5",18.8,15.3,23.5,"8","89.5","13.7",40.8,14.6,4.9,73.1,29.9,78.5,30.4
"Vargas, Ildemaro",545121,2023,262,286,4,7,".252",".363",".304","0.667","0.111",".259","1",".292","69.5",7.2,8.7,33.7,"7.3","87.1","4.1",26,2.4,4.1,60.5,29.1,92.1,12.6
"Jimenez, Leo",677870,2024,179,210,4,28.1,".229",".358",".329","0.687","0.129",".311","16",".308","69.7",6.1,7.5,22.3,"7.4","87.6","12.3",40.7,8.1,7.3,64.3,27.9,80,27
"Alvarez, Francisco",682626,2024,308,342,11,25.1,".237",".403",".307","0.710","0.166",".291","2",".310","73.5",37.3,12,22.8,"7.2","88.8","6.9",27.2,6.7,6.7,64.2,28.9,79.4,29.6
"Díaz, Yandy",650490,2024,563,621,14,15.3,".281",".414",".341","0.755","0.133",".314","4",".331","73.3",34.4,19.2,31.9,"7.5","92.2","5",28.4,7.6,5.3,64,22.8,89.7,14.2
"Olson, Matt",621566,2024,600,685,29,24.8,".247",".457",".333","0.790","0.210",".293","9",".339","73.8",38.7,11.1,19.5,"7.3","91.5","16.1",35.4,12.4,7.4,72.3,28.7,78,26.3
